0.18|0.16|0|0|0|0|0|
0.18|-0.14|0|0|0|0|0|
0.18|-0.5|0|0|0|0|0|
0.18|-0.88|0|0|0|0|0|
0.18|-1.22|0|0|0|0|0|
0.18|-1.62|0|0|0|0|0|
0.18|-2.02|0|0|0|0|0|
0.18|-2.44|0|0|0|0|0|
0.18|-2|0|0|0|0|0|
0.18|-1.66|0|0|0|0|0|
0.18|-1.28|0|0|0|0|0|
0.18|-0.86|0|0|0|0|0|
0.18|-0.42|0|0|0|0|0|
0.18|-0.16|0|0|0|0|0|
0.18|-0.38|0|0|0|0|0|
0.18|-0.7|0|0|0|0|0|
0.18|-0.98|0|0|0|0|0|
0.18|-1.48|0|0|0|0|0|
0.18|-1.8|0|0|0|0|0|
0.18|-2.1|0|0|0|0|0|
0.18|-1.84|0|0|0|0|0|
0.18|-1.38|0|0|0|0|0|
0.18|-1.38|0.36|0|0|0|0|
0.18|-1.38|0.66|0|0|0|0|
0.18|-1.38|-0.04|0|0|0|0|
0.18|-1.38|-0.38|0|0|0|0|
0.18|-1.38|0.26|0|0|0|0|
0.18|-1.38|-0.26|0|0|0|0|
0.18|-1.38|0.2|0|0|0|0|
0.18|-1.38|-0.16|0|0|0|0|
0.18|-1.38|-0.48|0|0|0|0|
